EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,PACKAGES,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice
668 - Jet Black,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C52BE203016,C52,203016,,,,,,,Braman Cadillac,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE203017,C54,203017,,,,,,,Jackie Cooper BMW,,,,,,,
 Space Gray Metallic,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C56BE203018,C56,203018,,,,,,,Shelly BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203019,C58,203019,,,,,,,BMW of Tulsa,,,,,,,
300 - Alpine White,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C54BE203020,C54,203020,,,,,,,Nick Alexander Imports,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE203021,C56,203021,,,,,,,Fields BMW Winter Park,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203022,C58,203022,,,,,,FLOOD,Orr BMW of Shreveport,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203023,C5X,203023,,,,,,EXPORTED TO BRAZIL,Jackie Cooper BMW,,,,,,,
 Space Gray Metallic,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C51BE203024,C51,203024,,,,,,MILEAGE INCONSISENTY,BMW of Norwood,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203025,C53,203025,,,,,,,Community Volkswagen/Santa Maria BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203026,C55,203026,,,,,,,Open Road BMW of Edison,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203027,C57,203027,,,,,,,BMW of Tigard,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C59BE203028,C59,203028,,,,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203029,C50,203029,,,,,,,South Bay BMW MINI,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203030,C57,203030,,,,,,TOTAL LOSS,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203031,C59,203031,,,,,,SEVERE DAMAGE,New Country BMW,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C50BE203032,C50,203032,,,,,,,,,,,,,,
A73 - Jerez Black Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C52BE203033,C52,203033,,,,,,,Advantage BMW Midtown,,,,,,,
A73 - Jerez Black Met.,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C54BE203034,C54,203034,,,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE203035,C56,203035,,,,,,,BMW MINI of San Francisco,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C58BE203036,C58,203036,,,,,,,Valencia BMW,,,,,,,
300 - Alpine White,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C5XBE203037,C5X,203037,,,,,,,BMW of Minnetonka,,,,,,,
A75 - Melbourne Red Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203038,C51,203038,,,,,,,BMW of Corpus Christi,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203039,C53,203039,,,,,,,Advantage BMW MINI of Clear Lake,,,,,,,
381 - Le Mans Blue Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C5XBE203040,C5X,203040,,,,,,,BMW of Dubuque,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203041,C51,203041,,,,,,,BMW of Riverside,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203042,C53,203042,,,,,,,P & W Foreign Car Service Inc,,,,,,,
 Space Gray Metallic,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C55BE203043,C55,203043,,,,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203044,C57,203044,,,,,,,,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C59BE203045,C59,203045,,,,,,,Circle BMW,,,,,,,
300 - Alpine White,,Fox Red Extended Novillo Leather,2011,WBSPM9C50BE203046,C50,203046,,,,,,,BMW of El Cajon,,,,,,,
,,,2011,WBSPM9C52BE203047,C52,203047,,,,,,,,,,,,,,
,,,2011,WBSPM9C54BE203048,C54,203048,,,,,,,,,,,,,,
,,,2011,WBSPM9C50BE203049,C50,203049,,,,,,,,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203050,C52,203050,,,,,,,,,,,,,,
668 - Jet Black,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C54BE203051,C54,203051,,,,,,TOTAL LOSS,BMW of Silver Spring,,,,,,,
668 - Jet Black,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C56BE203052,C56,203052,,,,,,,BMW of Dallas / MINI of Dallas,,,,,,,
A30 - Interologos Blue Met.,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C58BE203053,C58,203053,,,,,,,Passport BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203054,C5X,203054,,,,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203055,C51,203055,,,,,,,Fields BMW of Daytona,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C53BE203056,C53,203056,,,,,,,Chapman BMW On Camelback,,,,,,,
668 - Jet Black,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C55BE203057,C55,203057,,,,,,,BMW of Silver Spring,,,,,,,
A30 - Interologos Blue Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C57BE203058,C57,203058,,,,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203059,C59,203059,,,,,,,BMW of Henderson,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203060,C55,203060,,,,,,,BMW of Fremont,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203061,C57,203061,,,,,,,"Quality Imports, Inc.",,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203062,C59,203062,,,,,,,"AutoNation Acura Spokane Valley/
BMW of Fremont",,,,,,,
A75 - Melbourne Red Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203063,C50,203063,,,,,,,,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203064,C52,203064,,,,,,TOTAL LOSS,,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C54BE203065,C54,203065,,,,,,,,,,,,,,
A29 - SIlverstone II,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C56BE203066,C56,203066,,,,,,TOTAL LOSS,Premier BMW Volvo of Cape Cod,,,,,,,
A75 - Melbourne Red Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C58BE203067,C58,203067,,,,,,CANADA,,,,,,,,
300 - Alpine White,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C5XBE203068,C5X,203068,,,,,,,"Shelly BMW/
Steve Thomas BMW",,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203069,C51,203069,,,,,,,BMW of Riverside,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203070,C58,203070,,,,,,,Peake BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203071,C5X,203071,,,,,,,Shelly BMW,,,,,,,
668 - Jet Black,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C51BE203072,C51,203072,,,,,,,Schaeffer BMW,,,,,,,
A30 - Interologos Blue Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C53BE203073,C53,203073,,,,,,,BMW of El Cajon,,,,,,,
A73 - Jerez Black Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C55BE203074,C55,203074,,,,,,,Roadshow BMW,,,,,,,
668 - Jet Black,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C57BE203075,C57,203075,,,,,,,BMW & Mini of Sterling,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203076,C59,203076,,,,,,,BMW of Ramsey,,,,,,,
381 - Le Mans Blue Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C50BE203077,C50,203077,,,,,,,Northwest BMW,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203078,C52,203078,,,,,,,Century West BMW,,,,,,,
668 - Jet Black,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C54BE203079,C54,203079,,,,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203080,C50,203080,,,,,,,,,,,,,,
300 - Alpine White,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C52BE203081,C52,203081,,,,,,,Schaeffer BMW,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C54BE203082,C54,203082,,,,,,,JMK BMW,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C56BE203083,C56,203083,,,,,,FLOOD,Audi West Palm Beach,,,,,,,
A73 - Jerez Black Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C58BE203084,C58,203084,,,,,,,,,,,,,,
668 - Jet Black,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C5XBE203085,C5X,203085,,,,,,,,,,,,,,
668 - Jet Black,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C51BE203086,C51,203086,,,,,,,Passport BMW,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203087,C53,203087,,,,,,,Elmhurst BMW,,,,,,,
381 - Le Mans Blue Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C55BE203088,C55,203088,,,,,,,,,,,,,,
A75 - Melbourne Red Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C57BE203089,C57,203089,,,,,,CANADA,,,,,,,,
A75 - Melbourne Red Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203090,C53,203090,,,,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203091,C55,203091,,,,,,,"Nalley BMW/
Tom Bush BMW MINI",,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C57BE203092,C57,203092,,,,,,,BMW Mini of Fort Lauderdale,,,,,,,
A75 - Melbourne Red Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C59BE203093,C59,203093,,,,,,,BMW of the Woodlands,,,,,,,
668 - Jet Black,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C50BE203094,C50,203094,,,,,,,Steve Thomas BMW,,,,,,,
668 - Jet Black,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C52BE203095,C52,203095,,,,,,,BMW & Mini of Sterling,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C54BE203096,C54,203096,,,,,,,Fields BMW Lakeland,,,,,,,
 Space Gray Metallic,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C56BE203097,C56,203097,,,,,,,,,,,,,,
 Space Gray Metallic,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C58BE203098,C58,203098,,,,,,,Shelly BMW,,,,,,,
 Space Gray Metallic,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C5XBE203099,C5X,203099,,,,,,,Sam Swope Auto Group LLC,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203100,C52,203100,,,,,,,Advantage BMW Midtown,,,,,,,
 Space Gray Metallic,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C54BE203101,C54,203101,,,,,,,,,,,,,,
A73 - Jerez Black Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C56BE203102,C56,203102,,,,,,,BMW of Houston,,,,,,,
 Space Gray Metallic,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C58BE203103,C58,203103,,,,,,,BMW of Silver Spring,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203104,C5X,203104,,,,,,SEVERE DAMAGE,BMW of Bellevue,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C51BE203105,C51,203105,,,,,,,Richmond BMW Crown MINI,,,,,,,
 Space Gray Metallic,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C53BE203106,C53,203106,,,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203107,C55,203107,,,,,,LEMON,BMW of Sherman Oaks,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203108,C57,203108,,,,,,,Park Ave BMW,,,,,,,
A73 - Jerez Black Met.,,Fox Red Extended Novillo Leather,2011,WBSPM9C59BE203109,C59,203109,,,,,,,BMW of Bridgeport,,,,,,,
A30 - Interologos Blue Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C55BE203110,C55,203110,,,,,,,BMW of Darien,,,,,,,
A73 - Jerez Black Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C57BE203111,C57,203111,,,,,,PEUERTO RICO,Autogermana Inc.,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203112,C59,203112,,,,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203113,C50,203113,,,,,,,South Bay BMW MINI,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203114,C52,203114,,,,,,ODEMETER ROLLBACK,Sonnen BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE203115,C54,203115,,,,,,TOTAL LOSS,"BMW of Bellevue/
BMW Seattle",,,,,,,
381 - Le Mans Blue Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C56BE203116,C56,203116,,,,,,,,,,,,,,
 Space Gray Metallic,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C58BE203117,C58,203117,,,,,,,Otto's MINI,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C5XBE203118,C5X,203118,,,,,,TOTAL LOSS,Northwest BMW,,,,,,,
A30 - Interologos Blue Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C51BE203119,C51,203119,,,,,,,Tulley BMW Buick GMC Mazda,,,,,,,
A75 - Melbourne Red Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C58BE203120,C58,203120,,,,,,,"Phil Winslow Motors, Inc.",,,,,,,
A29 - SIlverstone II,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C5XBE203121,C5X,203121,,,,,,,,,,,,,,
 Space Gray Metallic,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C51BE203122,C51,203122,,,,,,TOTAL LOSS,BMW of Arlington,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203123,C53,203123,,,,,,,Paul Miller Performance LLC dba,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203124,C55,203124,,,,,,CANADA,,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203125,C57,203125,,,,,,,,,,,,,,
A29 - SIlverstone II,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C59BE203126,C59,203126,,,,,,CANADA,,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203127,C50,203127,,,,,,,South Bay BMW MINI,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203128,C52,203128,,,,,,,Sonnen BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE203129,C54,203129,,,,,,"CANADA ""TOTAL LOSS""",,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203130,C50,203130,,,,,,TOTAL LOSS,BMW of Carlsbad,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203131,C52,203131,,,,,,,BMW MINI of Concord,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE203132,C54,203132,,,,,,"CANADA ""SALVAGE""",,,,,,,,
668 - Jet Black,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C56BE203133,C56,203133,,,,,,,BMW of Dallas / MINI of Dallas,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203134,C58,203134,,,,,,,Pacific BMW/Crevier BMW,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203135,C5X,203135,,,,,,,,,,,,,,
300 - Alpine White,,Fox Red Extended Novillo Leather,2011,WBSPM9C51BE203136,C51,203136,,,,,,,BMW of Dallas / MINI of Dallas,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203137,C53,203137,,,,,,,BMW of Mountain View,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203138,C55,203138,,,,,,,Audi West Palm Beach,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203139,C57,203139,,,,,,CANADA,,,,,,,,
668 - Jet Black,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C53BE203140,C53,203140,,,,,,,MINI of Portland,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C55BE203141,C55,203141,,,,,,,Habberstad BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203142,C57,203142,,,,,,,BMW of Bellevue,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203143,C59,203143,,,,,,,Otto's MINI,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203144,C50,203144,,,,,,,Shelly BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203145,C52,203145,,,,,,,Shelly BMW,,,,,,,
668 - Jet Black,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C54BE203146,C54,203146,,,,,,,,,,,,,,
"X04 - Moonstone - $5,000.00",,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C56BE203147,C56,203147,,,,,,,"BMW of Sterling/
Passport BMW",,,,,,,
A29 - SIlverstone II,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C58BE203148,C58,203148,,,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C5XBE203149,C5X,203149,,,,,,,South Bay BMW MINI,,,,,,,
A75 - Melbourne Red Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C56BE203150,C56,203150,,,,,,,Audi Volkswagen Pittsfield - Berkshire BMW,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203151,C58,203151,,,,,,,Hassel BMW & MINI,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203152,C5X,203152,,,,,,,BMW Mini of Fort Lauderdale,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203153,C51,203153,,,,,,,Princeton BMW,,,,,,,
A75 - Melbourne Red Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C53BE203154,C53,203154,,,,,,,BMW of Dallas / MINI of Dallas,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C55BE203155,C55,203155,,,,,,CANADA,,,,,,,,
A29 - SIlverstone II,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C57BE203156,C57,203156,,,,,,,,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C59BE203157,C59,203157,,,,,,,BMW Mt. Kisco,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203158,C50,203158,,,,,,CANADA,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203159,C52,203159,,,,,,CANADA,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203160,C59,203160,,,,,,,,,,,,,,
300 - Alpine White,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C50BE203161,C50,203161,,,,,,,BMW of El Cajon,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203162,C52,203162,,,,,,,Fields BMW Northfield,,,,,,,
381 - Le Mans Blue Met.,,Fox Red Extended Novillo Leather,2011,WBSPM9C54BE203163,C54,203163,,,,,,CANADA,,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C56BE203164,C56,203164,,,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203165,C58,203165,,,,,,SEVERE,Nick Alexander Imports,,,,,,,
 Space Gray Metallic,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C5XBE203166,C5X,203166,,,,,,,Flemington BMW,,,,,,,
 Space Gray Metallic,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C51BE203167,C51,203167,,,,,,,South Bay BMW MINI,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203168,C53,203168,,,,,,"CANADA ""SALVAGE""",,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203169,C55,203169,,,,,,CANADA,,,,,,,,
381 - Le Mans Blue Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C51BE203170,C51,203170,,,,,,,BMW of West Springfield,,,,,,,
300 - Alpine White,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C53BE203171,C53,203171,,,,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203172,C55,203172,,,,,,,Schaeffer BMW,,,,,,,
A30 - Interologos Blue Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C57BE203173,C57,203173,,,,,,,Northwest BMW,,,,,,,
A29 - SIlverstone II,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C59BE203174,C59,203174,,,,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203175,C50,203175,,,,,,,Open Road BMW,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C52BE203176,C52,203176,,,,,,,Newbold Toyota BMW,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE203177,C54,203177,,,,,,,,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE203178,C56,203178,,,,,,TOTAL LOSS,BMW Seattle,,,,,,,
300 - Alpine White,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C58BE203179,C58,203179,,,,,,TOTAL LOSS,Braman Cadillac,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C54BE203180,C54,203180,,,,,,,,,,,,,,
668 - Jet Black,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C56BE203181,C56,203181,,,,,,TOTAL LOSS,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203182,C58,203182,,,,,,,Community Volkswagen/Santa Maria BMW,,,,,,,
668 - Jet Black,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C5XBE203183,C5X,203183,,,,,,,BMW North Scottsdale,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C51BE203184,C51,203184,,,,,,,Habberstad BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203185,C53,203185,,,,,,,Pace BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203186,C55,203186,,,,,,,Braman Cadillac,,,,,,,
381 - Le Mans Blue Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C57BE203187,C57,203187,,,,,,,,,,,,,,
300 - Alpine White,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C59BE203188,C59,203188,,,,,,,,,,,,,,
381 - Le Mans Blue Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C50BE203189,C50,203189,,,,,,,Chapman BMW Chandler,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203190,C57,203190,,,,,,,Chapman BMW Chandler,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203191,C59,203191,,,,,,,BMW of Sherman Oaks,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203192,C50,203192,,,,,,,Nick Alexander Imports,,,,,,,
